,America East,Atlantic 10,Atlantic Coast,Atlantic Sun,Big 10,Big 12,Big East,Big Sky,Big South,Big West,Colonial,Conference USA,Horizon,Ivy League,Metro Atlantic,Mid-American,Mid-Eastern AC,Missouri Val,Mountain West,Northeast,OH Valley,Patriot League,Southeastern,Southern,Southland,Southwestern AC,Sun Belt,West Coast
2002,0.760271046099366,0.805859680039731,0.822916666666667,0.715714611134536,0.728098695632554,0.870460260446204,0.759832552184210,0.800712852200516,0.730166313982794,0.728407343917387,0.746254479115622,0.728235444229657,0.714232931156081,0.822775143072173,0.688096556828058,0.913442219194941,0.881910548239794,0.813334821902919,0.752172107108585,0.886363636363636,0.843750000000000,0.708556614594964,0.759510357359304,0.746783135184653,0.867832697380485,0.888888888888889,0.867669213605492,0.857136713502744
2003,0.802610033629719,0.900495525656273,0.770067884707851,0.918557455811979,0.693006198201865,0.826748427900460,0.733395978838156,0.821428571428571,0.773362458750949,0.746420359594813,0.819821468989471,0.741358224599488,0.843750000000000,0.857142857142857,0.819723385903990,0.783993868173707,0.853093428544833,0.870370370370370,0.741846016647043,0.761179212585449,0.820412368244529,0.861228699982593,0.828017956093154,0.781583715780673,0.864353666602757,0.747608418268991,0.873373626117282,0.798616055295725
2004,0.870370370370370,0.878557172144171,0.801278832507500,0.875000000000000,0.845070978472775,0.863575106784996,0.830606074849821,0.707530165670996,0.786045366635790,0.824173025556741,0.800414794246827,0.821214070742132,0.772324669984764,0.918439473546980,0.882221004875800,0.900288606317967,0.759322082561200,0.815105063872900,0.745390777508862,0.716447095653514,0.819098155951127,0.743091744777797,0.823465369892887,0.891951591846958,0.787847328675520,0.834909783666858,0.861046187693500,0.857142857142857
2005,0.826503012255510,0.795261211872194,0.784447075860285,0.706539472079569,0.883876524082066,0.765890040640457,0.799861328026002,0.750164974483267,0.843750000000000,0.861111111111111,0.874531817694510,0.882554637180502,0.854238548738569,0.821428571428571,0.768739189252586,0.745338087481047,0.774381516104435,0.765240014014591,0.833333333333333,0.795308257421290,0.710871416666153,0.907867296688744,0.873027913638174,0.841924932608787,0.852432985516144,0.708465216351925,0.800934798271427,0.833333333333334
2006,0.866025473556957,0.877060150576672,0.848747003976523,0.762664028106085,0.740250533866949,0.780862332249638,0.760553429684034,0.785714285714285,0.866880704601404,0.825602940540685,0.832603774546148,0.858958061198341,0.775015635831764,0.778062876650649,0.762287479435919,0.879252745521762,0.834631950007341,0.738736707599880,0.827148737556842,0.752426020313225,0.859384163914728,0.908801218047801,0.804149971108013,0.748085927632164,0.855843774267790,0.833669541691990,0.750000000000000,0.833333333333333
2007,0.798505588355304,0.802925625801624,0.690972201525169,0.870430740116612,0.910552363585186,0.810673126119920,0.755577518469290,0.702600002231628,0.870368338574703,0.875463194845776,0.835554487484453,0.894444836348348,0.837842055855901,0.857142857142857,0.787725860032717,0.817725822915327,0.901251454397505,0.774059824248632,0.782361905375250,0.795066249628700,0.749795476842110,0.821428571428571,0.766580648021150,0.838804666014120,0.861302170157690,0.734931437898685,0.772131728116882,0.773296251248788
2008,0.821318165394436,0.861874741866353,0.809099359129836,0.870250720115246,0.871660593550141,0.816912533324775,0.855737908792762,0.869050965224418,0.750982137220669,0.770153187408913,0.739582104443879,0.909090909090909,0.852343569961840,0.821428571428571,0.799052291184902,0.811281895183187,0.786420584794342,0.815240709377858,0.877672027020529,0.821337552748892,0.785152167392993,0.672886765288905,0.843338319970901,0.850886238111152,0.770367700935344,0.725446382910801,0.798505305903161,0.857142857142857
2009,0.824376218155514,0.725221610363641,0.722616710011288,0.759891577744321,0.820205374129196,0.818744693686486,0.876246603196431,0.911690745088149,0.819503421647414,0.726152101127353,0.768805036112565,0.808961333322818,0.788767577318341,0.786837641432196,0.816166052222267,0.764163092093643,0.815221181217239,0.810510765539742,0.793323029195813,0.827978768330705,0.776050886567637,0.797619047619048,0.781370574191189,0.855545945515146,0.802756964197284,0.833333333333333,0.850862656657764,0.894499986761472
2010,0.769930186036039,0.885418848996743,0.780303030303030,0.710878375284522,0.836923988282382,0.842172614107070,0.829006824892300,0.823756039413669,0.814537566158941,0.713088406446779,0.781000576969947,0.914944728001919,0.871069702334068,0.862353501205368,0.940494612763073,0.824478754574913,0.826891237045321,0.855195001695255,0.839857825620292,0.886307388399574,0.881099931881842,0.732120693357522,0.884919763008521,0.816233133537977,0.844079169330625,0.888888888888889,0.735032436303819,0.837841178474748
2011,0.775371776608819,0.892402484948590,0.838889984331683,0.838832794464377,0.875000000000000,0.848296540714235,0.757067739560350,0.812500000000000,0.881298457723266,0.803113216510028,0.871715958511247,0.719163707107397,0.757817516999188,0.878476936039083,0.810540387616545,0.822722912720808,0.732160465224331,0.799145966989664,0.906533203678441,0.870916603380153,0.756825802308619,0.827832137761478,0.770639454336387,0.842173251170827,0.659660803454163,0.850927300395465,0.703440567639292,0.842512124535581
2012,0.873159694127234,0.761861050383776,0.832905441210260,0.885329101637061,0.779778220912657,0.864116356681555,0.850000000000000,0.922906988195842,0.898607827636499,0.843750000000000,0.892458672810077,0.872695762207858,0.728092172243364,0.871870266669186,0.809221425195163,0.805060634309821,0.784303195134982,0.854831375085731,0.779727481057408,0.904058060024703,0.862770867149108,0.857142857142858,0.895288431866490,0.772727272727273,0.882873563359183,0.815920706921094,0.792151936605902,0.902778914133663
2013,0.835447658451222,0.792220851177822,0.789282765640183,0.765853628698555,0.815622049377752,0.796876676805069,0.840780568010653,0.812915831404699,0.753579823737919,0.798130918760689,0.752198305969015,0.895896146603208,0.795330728767682,0.738562815980738,0.705102788914416,0.815535335004174,0.873996300904391,0.735918622082303,0.836331252226501,0.769423690242321,0.814994787228770,0.857142857142857,0.765144225638919,0.856384755019667,0.895872104298896,0.861111111111111,0.864567287701420,0.854166666666667
2014,0.812500000000000,0.833609269772354,0.928215859946958,0.800743309195941,0.750000000000000,0.762935298191919,0.815767997604014,0.707075776263879,0.758808194715931,0.775817020272866,0.843750000000000,0.822441961895463,0.832980720266883,0.925933558926354,0.854264474570213,0.806668323792235,0.836094581797990,0.796794419285756,0.851235307146627,0.790403893558922,0.841250333564855,0.815076316287167,0.854788955661467,0.847148409636869,0.880031569379082,0.793429029621298,0.826866690015150,0.810130927514375
2015,0.875000000000000,0.758627357233274,0.851507556466935,0.821428571428572,0.830023990214636,0.710440880796633,0.819989342673647,0.788513079920627,0.742035030599890,0.832271546145691,0.730889414582682,0.762386326951357,0.827268263975958,0.779422233163868,0.798647157177353,0.707395216769805,0.884129526461072,0.842592592592593,0.783037294843979,0.820513017258684,0.909090909090909,0.676064127671784,0.826923076923077,0.739635470508710,0.902320795329643,0.893486167830466,0.764482988326281,0.833333333333333
2016,0.843750000000000,0.797658156396604,0.821302204601142,0.654842448708210,0.758536036620005,0.849071585629740,0.881169016348659,0.823483391116611,0.743801304618638,0.826341463053030,0.820140846171476,0.858142642552250,0.833752843925936,0.821428571428571,0.833680653565134,0.663643559272633,0.770205711483336,0.873162435998334,0.824548195079884,0.727796996279789,0.775172913860189,0.728692077626859,0.754528519657942,0.832026640950651,0.831005791480336,0.802188033837105,0.835793366463181,0.832922467913091
2017,0.854166666666667,0.765283370450544,0.804970947521774,0.821428571428572,0.721239189712983,0.812132811320528,0.809182195475049,0.764789220953430,0.846848217815341,0.775048478230717,0.859985075137907,0.869698184353285,0.758501900727991,0.785714285714286,0.818471116144676,0.800859171339643,0.807065589860131,0.781063513525955,0.823532903945259,0.769454566282026,0.878553928478462,0.802606963788455,0.866767044653833,0.823875415264740,0.726649780547161,0.882695036954694,0.818395844367865,0.867905767490876
2018,0.875000000000000,0.801282051282051,0.885028010583247,0.822116117093880,0.858997321046779,0.747744619551045,0.803270991836088,0.864156010183518,0.706631658457521,0.754855103968587,0.741209967566125,0.870496612578519,0.791905599378135,0.821428571428571,0.829367908059674,0.772727272727273,0.752394018008363,0.722222222222222,0.847928471072319,0.763748747198859,0.851240565422662,0.856338060418579,0.689474581847512,0.834389902795979,0.843998395686248,0.728588874076529,0.779306348077738,0.870370370370370
2019,0.843750000000000,0.826164626515229,0.892836425243376,0.843750000000000,0.810113813009000,0.767240343619086,0.712962962962963,0.808886050631995,0.759388725793719,0.878901555902611,0.758204937208349,0.723132776681695,0.768501997971391,0.755642422814351,0.715520235238589,0.863304961254002,0.833868689877303,0.666161070364916,0.893101515233097,0.730800145082388,0.851496710488834,0.722222222222222,0.903741890258557,0.841960257926560,0.868458251457171,0.833333333333333,0.741555960057214,0.893369951191602
